PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
31,0,3,"Braund, Mr. John Henry William",Male,21.2,0,0,347541.0,8.05,B18,S
32,0,1,"Parkinson, Mrs. John (Gameni Wrentham)",Female,42.6,0,0,112052.0,26.0,F38,S
33,0,3,"Dale, Miss. Mercia Ann Marcia""""",Female,14.0,0,0,4119.0,8.05,B18,S
34,0,2,"Dougan, Mr. Neal",Male,28.0,0,0,226244.0,13.0,B18,S
35,0,3,"Wasgestein, Mr. Willy",Male,31.2,0,0,3160.5,8.05,B18,S
36,0,1,"Horton, Mrs. Victor Emil (Minnie Weld)",Female,35.0,0,0,113784.0,52.0,93,S
37,0,2,"Hammondsworth, Mr. Ernest Henry",Male,16.0,0,0,248720.0,8.0292,B18,S
38,0,3,"Stamm, Mr. Heinrich",Male,30.0,0,0,433450.0,8.05,B18,S
39,0,3,"Whitney, Mr. Frederick C",Male,23.0,0,0,24160.0,53.2187,B18,C
40,0,1,"Campbell, Mrs. William (Oliviamary Myers)",Female,29.0,0,0,7634.0,53.2187,E8,C
41,0,3,"Persson, Mr. Fabian Goesta",Male,16.4,0,0,347054.0,7.75,B18,S
42,0,3,"Skoog, Miss. Margit Elizabeth",Female,2.0,0,0,347088.0,27.9,B18,S
43,0,1,"Bonnell, Miss. Caroline",Female,30.0,0,0,7634.0,46.0,C92,S
44,0,3,"Ilmakangas, Miss. Ida Livija",Female,11.8,0,0,349925.0,13.0,B18,S
45,0,2,"Ismay, Mr. Joseph Bruce",Male,49.0,0,0,112058.0,26.55,C92,S
46,0,2,"Harris, Mr. Henry Birkhardt",Male,45.0,0,0,8154.0,53.2187,B18,S
47,0,3,"Svensson, Mr. Johan Cervin",Male,24.0,0,0,7538.0,8.05,B18,S
48,0,2,"Culm, Mr. Sidney",Male,18.0,0,0,239853.0,21.0,B18,S
49,0,3,"Andersson, Master. Sigvard Harald Elias",Male,11.0,0,0,347082.0,31.275,B18,S
50,0,3,"Andreasson, Mr. Paul Edvin",Male,20.0,0,0,347466.0,7.8542,B18,S
51,0,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",Female,47.0,0,0,24856.0,53.2187,E24,S
52,0,2,"Ferguson, Mr. James",Male,29.4,0,0,36424.0,13.0,B18,S
53,0,1,"Palsson, Master. Gosta Leonard",Male,18.0,0,0,7634.0,53.2187,E31,C
54,0,2,"Lobb, Mrs. William Arthur (Cordelia K Stokes)",Female,30.0,0,0,250651.0,24.0,B18,S
55,0,3,"Moen, Mr. Sigurd Hansen",Male,18.8,0,0,348123.0,7.75,B18,S
56,0,3,"Staneff, Mr. Ivan",Male,23.6,0,0,349208.0,7.8958,B18,S
57,0,2,"Goree, Mr. Edward",Male,34.0,0,0,113501.0,21.0,B18,S
58,0,1,"Gee, Mr. Chi Po",Male,23.6,0,0,7634.0,29.875,C97,C
59,0,3,"Lundstrom, Mr. Thure Maanwel",Male,16.6,0,0,350403.0,7.7958,B18,S
60,0,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",Female,44.0,0,0,111361.0,53.2187,B18,C
61,0,3,"Kassem, Mr. Fared",Male,22.8,0,0,2961.0,7.2292,B18,C
62,0,3,"Farrell, Mrs. James W (Margaret Maggie"" Tobin)""",Female,30.0,0,0,349236.0,7.75,B18,S
63,0,1,"Wheadon, Mr. Edward H",Male,66.0,0,0,113760.0,34.375,C99,C
64,0,1,"Van Der Donckt, Mrs. Eduarda Maria (Josepha Elisabeth Pfeffinger)",Female,30.0,0,0,111361.0,53.2187,B18,S
65,0,3,"Zabour, Miss. Hileni",Female,22.8,0,0,2665.0,14.4542,B18,C
66,0,3,"Carbonell, Miss. Noemie",Female,9.0,0,0,349730.0,15.9,B18,C
67,0,1,"Andreasson, Mr. Gustaf Julius",Male,20.0,0,0,7634.0,7.925,B18,C
68,0,2,"Chaffee, Mr. Nathaniel",Male,31.0,0,0,240276.0,21.0,B18,C
69,0,1,"Cavendish, Mrs. Spencer (Lucile Polk Brown)",Female,39.2,0,0,19877.0,53.2187,C46,C
70,0,3,"Ilmakangas, Master. Vytautas",Male,3.0,0,0,349925.0,39.6875,B18,S
71,0,2,"Allen, Miss. Elisabeth Walton",Female,3.0,0,0,28404.0,21.075,B18,S
72,0,2,"Geiger, Miss. Amelia Millie""""",Female,40.0,0,0,250649.0,15.85,B18,C
73,0,2,"Madill, Miss. Georgette Alexandra",Female,36.6,0,0,250644.0,10.5,B18,S
74,0,3,"Dick, Mr. William Kenneth",Male,28.8,0,0,209188.0,7.75,B18,S
75,0,2,"Frick, Mrs. Mark (Lily May Heinemann)",Female,27.2,0,0,230136.0,0.0,F38,S
76,0,3,"Gagliardi, Mr. Gaspare",Male,13.0,0,0,2665.0,11.2417,B18,C
77,0,2,"Selanec, Mr. Jean De",Male,36.6,0,0,250644.0,10.5,B18,S
78,0,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",Female,35.0,0,0,19943.0,53.2187,C93,C
79,0,3,"Billiard, Mr. James Wilson",Male,23.0,0,0,340364.0,7.75,B18,S
80,0,3,"Rogers, Miss. Anna 'Annie'",Female,18.0,0,0,16487.0,8.05,B18,S
81,0,2,"Müller, Mr. Eino Akseli",Male,22.4,0,0,7633.0,8.6625,B18,S
82,0,3,"Andreasson, Mrs. Albert (Alli Gunnarsson Brogren)",Female,18.0,0,0,347466.0,7.8542,B18,S
83,0,3,"Venger, Mr. Danio",Male,16.6,0,0,350416.0,7.8542,B18,S
84,0,3,"Asplund, Master. Clarence Gustaf Julius",Male,9.0,0,0,347077.0,31.3875,B18,S
85,0,2,"Taussig, Dr. Emil",Male,52.0,0,0,250641.0,27.0,B18,S
86,0,3,"Crease, Miss. Catherina Maria",Female,19.0,0,0,7634.0,8.05,B18,S
87,0,1,"Coxon, Mr. Daniel William",Male,59.0,0,0,17457.0,47.1,B18,S
88,0,2,"Chevreul, Mrs. Paul (Emmelia Hermine De Chatellier De Pommelles)",Female,51.0,0,0,7634.0,53.2187,B18,C
89,0,3,"Passon, Miss. Emma",Female,16.0,0,0,349218.0,7.8542,B18,S
90,0,1,"Steffanson, Mr. Bjornstrom",Male,21.0,0,0,7634.0,27.7208,B18,C
91,0,3,"Proley, Mr. Horst Arnold Konrad",Male,23.6,0,0,349268.0,7.8958,B18,S
92,0,3,"Nylandh, Miss. Kristina Johnsone",Female,16.6,0,0,350415.0,7.8542,B18,S
93,0,2,"Aubart, Mme. Leontine Pauline",Female,24.0,0,0,7634.0,34.4208,B18,C
94,0,1,"Becker, Mrs. Marion (Marion Chard)",Female,45.0,0,0,11382.0,53.2187,F33,S
95,0,3,"Ada, Mr. Ernest Abram",Male,14.2,0,0,350043.0,7.75,B18,S
96,0,1,"Greenfield, Mrs. William Bertram (Frances Mary Ridley)",Female,33.6,0,0,7634.0,53.2187,D10 D12,S
97,0,2,"Oakes, Sir. Basil E. M.",Male,35.2,0,0,111269.0,26.55,B18,S
98,0,1,"Silvey, Mrs. William Baird (Alice Munro Witherspoon)",Female,33.6,0,0,7634.0,53.2187,B18,C
99,0,3,"Sage, Mr. Frederick",Male,32.8,0,0,7634.0,53.2187,B18,S
100,0,3,"Rekic, Mr. Tido",Male,38.0,0,0,349222.0,7.8542,B18,S
101,0,3,"Moran, Miss. Bertha",Female,22.4,0,0,371110.0,24.15,B18,Q
102,0,2,"Root, Mr. Frederick Giles William",Male,27.6,0,0,228401.0,0.0,B18,S
103,0,1,"Weisz, Mr. Leopold",Male,28.0,0,0,7634.0,40.0,A17,C
104,0,3,"Kalvik, Mr. Johannes Halvorsen",Male,32.6,0,0,8159.0,15.55,B18,S
105,0,2,"Newsom, Miss. Helen Monypeny",Female,22.0,0,0,29108.0,21.0,B18,S
106,0,2,"Asplund, Mr. Johan Knut",Male,13.0,0,0,347077.0,27.9,B18,S
107,0,3,"Duran Y More, Miss. Asuncion",Female,27.0,0,0,54373.0,7.0458,B18,S
108,0,2,"Lamore, Mrs. Amelia Polly""""",Female,36.6,0,0,250644.0,21.0,B18,S
109,0,3,"Becker, Master. Richard F.",Male,1.0,0,0,11382.0,20.525,F38,S
110,0,3,"Simmons, Mr. John",Male,22.4,0,0,370370.0,7.75,B18,S
111,0,1,"Christy, Miss. Ann Smith",Female,28.0,0,0,13495.0,23.45,B18,S
112,0,3,"Windelov, Mr. Einar",Male,21.0,0,0,350153.0,7.65,B18,S
113,0,3,"Madsen, Mr. Fridtjof Arne",Male,24.0,0,0,8379.0,7.75,B18,S
114,0,3,"De Messiel, Miss. Emma",Female,17.6,0,0,345572.0,7.75,B18,S
115,0,1,"Chamberlain, Mr. William Henry",Male,30.0,0,0,7634.0,53.2187,B18,C
116,0,1,"Levy, Mrs. Gustave Joseph (Adele Achem)",Female,35.0,0,0,7634.0,53.2187,D35,C
117,0,3,"Wege, Mr. Christian",Male,24.8,0,0,7534.0,9.5,B18,S
118,0,1,"Nourney, Mr. Alfred (Baron Von Drachsteyn"")""",Male,20.0,0,0,7634.0,53.2187,B18,S
119,0,3,"Storey, Mr. Thomas",Male,60.0,0,0,3701.0,7.1292,B18,C
120,0,2,"Shin, Mr. Lain",Male,28.6,0,0,248740.0,0.0,B18,S
121,0,3,"Watt, Miss. Bertha",Female,20.8,0,0,330844.0,15.85,B18,S
122,0,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",Female,45.0,0,0,36928.0,53.2187,C7,S
123,0,1,"Widener, Mr. George Dunton",Male,50.0,0,0,113503.0,53.2187,C82,C
124,0,1,"Bidois, Mr. Jean Baptiste",Male,37.0,0,0,17439.0,53.2187,B18,C
125,0,3,"De Brito, Miss. Maria Elvira",Female,20.0,0,0,330976.0,7.8292,B18,C
126,0,2,"Stead, Mr. William Thomas",Male,62.0,0,0,113514.0,26.0,B18,S
127,0,2,"Parrish, Mrs. (Lutie Davis)",Female,50.0,0,0,230433.0,26.0,B18,S
128,0,3,"Smith, Mr. Thomas",Male,22.4,0,0,370372.0,7.75,B18,S
129,0,3,"Asplund, Master. Filip Oscar",Male,13.0,0,0,347077.0,27.9,B18,S
130,0,2,"Stack, Mr. Thomas",Male,54.0,0,0,28213.0,26.0,B18,S
131,0,1,"Fleurot, Mrs. Solomon (Marthe Eluise Colas)",Female,34.2,0,0,11926.0,40.125,B18,C
132,0,3,"Renouf, Mrs. Peter Henry (Lillian Jeffereys)",Female,40.8,0,0,31027.0,21.075,B18,S
133,0,3,"Juul, Mr. Niels Henrik Johannsen",Male,16.6,0,0,350415.0,7.8542,B18,S
134,0,3,"Dantcheff, Mr. Ristiu",Male,25.0,0,0,349222.0,7.8542,B18,S
135,0,1,"Beavan, Mr. William Thomas",Male,22.8,0,0,2912.0,26.0,B18,C
136,0,3,"Karaic, Mr. Milan",Male,23.6,0,0,349246.0,7.8542,B18,S
137,0,1,"Lindqvist, Mr. Eino William",Male,20.0,0,0,7634.0,53.2187,B18,C
138,0,3,"Sage, Miss. Dorothy Edith Dolly""""",Female,25.8,0,0,7634.0,53.2187,B18,S
139,0,3,"Turja, Miss. Anna Sofia",Female,18.0,0,0,4135.0,8.3625,B18,S
140,0,1,"Baxter, Mr. Quentin Paul",Male,24.0,0,0,7634.0,29.7,B38,C
141,0,3,"Andersson, Miss. Ellen Viktoria",Female,8.6,0,0,347082.0,31.275,B18,S
142,0,2,"Edwardsson, Mr. Gustaf Axel",Male,58.0,0,0,246414.0,5.0,B18,S
143,0,3,"Sawyer, Mr. Frederick Leslie William",Male,24.0,0,0,342826.0,8.05,B18,S
144,0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",Female,40.0,0,0,7546.0,9.475,B18,S
145,0,2,"Sytala, Mr. Lauri",Male,22.0,0,0,345239.0,12.275,B18,S
146,0,1,"Geiger, Mr. Mattson Ayouse",Male,34.2,0,0,11755.0,53.2187,B18,C
147,0,2,"Ilett, Miss. Bertha",Female,17.0,0,0,7634.0,18.75,B18,S
148,0,3,"Behind, Mr. Oscar",Male,32.6,0,0,8167.0,7.75,B18,S
149,0,1,"Goldschmidt, Mr. George B.",Male,22.8,0,0,7634.0,30.6958,B18,C
150,0,2,"Greenfield, Mr. William Bertram",Male,26.4,0,0,7634.0,53.2187,B18,C
151,0,3,"Nilsson, Mr. Åke Andreas",Male,16.6,0,0,350410.0,7.75,B18,S
152,0,3,"Sjöstedt, Mr. Ernst Adolf",Male,28.2,0,0,7634.0,15.55,B18,S
153,0,1,"Myles, Mr. Thomas Francis",Male,62.0,0,0,113773.0,51.8625,E24,C
154,0,3,"Sofi, Mr. Hajji Mohamed",Male,22.8,0,0,2680.0,7.225,B18,C
155,0,3,"Assaf, Mr. Mariana",Male,22.8,0,0,2692.0,8.05,B18,S
156,0,3,"Francke, Mr. Tryggve",Male,16.2,0,0,347565.0,20.575,B18,S
157,0,3,"Andersen, Mr. Albert Karvin",Male,28.2,0,0,7634.0,7.8542,B18,S
158,0,3,"Kink, Mrs. (Maria) Winna Saskia Lobb",Female,16.6,0,0,350367.0,24.15,B18,Q
159,0,3,"Smyth, Miss. Julia",Female,20.8,0,0,330280.0,7.6292,B18,Q
160,0,2,"Toufik, Mr. Nakli",Male,22.8,0,0,2626.0,14.4583,B18,C
161,0,3,"Kalvik, Master. Harald Nils Reiersen",Male,32.6,0,0,8159.0,21.0792,B18,S
162,0,3,"O'Sullivan, Miss. Bridget Mary",Female,20.8,0,0,330979.0,7.6292,B18,Q
163,0,3,"Strom, Miss. Telma Matilda",Female,8.6,0,0,347054.0,7.75,B18,S
164,0,3,"Crosby, Miss. Harriet R",Female,47.8,0,0,112901.0,23.5,B18,S
165,0,2,"Andersson, Mr. Anders Johan",Male,37.0,0,0,350034.0,21.05,B18,S
166,0,3,"Bakke, Mr. Karl",Male,32.6,0,0,8520.0,8.05,B18,S
167,0,3,"Green, Mr. Rodney",Male,27.4,0,0,3450.0,21.075,B18,C
168,0,3,"Farthing, Mr. John",Male,28.2,0,0,7634.0,53.2187,B18,C
169,0,3,"Strandberg, Miss. Ida Sofia",Female,28.6,0,0,7634.0,9.5,B18,S
170,0,1,"Barkworth, Mr. Algernon Henry Wilson",Male,69.5,0,0,27042.0,30.0,B18,S
171,0,3,"Hagardon, Mr. John",Male,14.2,0,0,350033.0,7.75,B18,S
172,0,3,"Pulbaski, Mr. Frank J",Male,45.6,0,0,113798.0,8.05,B18,S
173,0,2,"Palin, Miss. Doris",Female,22.0,0,0,248702.0,23.0,B18,S
174,0,1,"Pulbaski, Mr. Tadeáš",Male,45.6,0,0,113798.0,26.55,B18,S
175,0,2,"Sedgwick, Mr. Charles Frederick William",Male,28.6,0,0,248759.0,21.0,B18,S
176,0,3,"Niskanen, Mr. Juha",Male,39.0,0,0,3101295.0,7.925,B18,S
177,0,3,"Smith, Mrs. (Rosa)",Female,22.4,0,0,382652.0,8.05,B18,S
178,0,2,"Asplund, Master. Edvin Ossian Felix",Male,3.0,0,0,347077.0,27.9,B18,S
179,0,3,"Flick, Mr. Tryggve William",Male,32.6,0,0,8520.0,8.05,B18,S
180,0,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",Female,33.0,0,0,7635.0,46.9,B18,S
181,0,2,"Soholt, Mr. Peter Andreas Lauritz Andersen",Male,19.0,0,0,348124.0,7.65,B18,S
182,0,2,"Lannom, Miss. Mary",Female,38.0,0,0,250649.0,21.075,B18,C
183,0,1,"Gould, Mr. Jay Henry",Male,24.0,0,0,112059.0,26.55,B18,S
184,0,3,"Ashby, Miss. Constance Dorothy",Female,23.0,0,0,304879.0,24.15,B18,Q
185,0,1,"Slayter, Mrs. Houghton William (Elizabeth Elmore Hart)",Female,45.0,0,0,11755.0,53.2187,B18,C
186,0,3,"Kreutzmann, Mr. Theodor",Male,32.6,0,0,8159.0,7.7958,B18,S
187,0,1,"Duff-Gordon, Mr. Cosmo Edmund",Male,43.0,0,0,11755.0,26.55,A20,C
188,0,3,"Asplund, Miss. Lillian Gertrud",Female,5.0,0,0,347077.0,31.3875,B18,S
189,0,2,"Becker, Mrs. Julius (Sallie)",Female,47.0,0,0,7634.0,41.5842,B18,C
190,0,1,"Dirkes, Mrs. Henry (Eleanor Elizabeth Lincoln Gould)",Female,37.0,0,0,112058.0,49.5042,B18,C
191,0,3,"Doling, Miss. Elsie",Female,18.0,0,0,231919.0,23.0,B18,S
192,0,2,"Watt, Mrs. James (Elizabeth Bessie"" Inglis Milne)""",Female,35.0,0,0,9068.0,36.0,B18,S
193,0,3,"Pulbaski, Master. Waclaw",Male,50.4,0,0,113798.0,8.6625,B18,S
194,0,1,"Frick, Mrs. Mark (Lily May Heinemann)",Female,4.0,0,0,230136.0,27.75,B18,S
195,0,3,"Nilsson, Master. Bertil",Male,7.0,0,0,347066.0,21.075,B18,S
196,0,3,"Nilsson, Miss. Brita Emilia",Female,7.0,0,0,347066.0,21.075,B18,S
197,0,2,"Rosblom, Mr. Viktor Richard",Male,18.0,0,0,370129.0,20.2125,B18,C
198,0,1,"Sagesser, Mr. William",Male,38.5,0,0,7634.0,53.2187,B18,C
199,0,3,"Greenfield, Mr. William",Male,23.0,0,0,250651.0,13.0,B18,S
200,0,2,"Doling, Mr. Thomas",Male,26.0,0,0,231919.0,14.0,B18,S
201,0,2,"Kalvik, Mr. Johannes Halvorsen",Male,61.0,0,0,250643.0,14.5,B18,S
202,0,3,"Goncalves, Mr. Manuel Estanislao",Male,38.0,0,0,3101305.0,7.05,B18,S
203,0,1,"Campbell, Mr. William",Male,38.5,0,0,7634.0,53.2187,B18,C
204,0,3,"Chang, Mr. Tse",Male,32.0,0,0,2696.0,7.225,B18,C
205,0,2,"Loney, Mr. John William",Male,24.0,0,0,250643.0,11.5,B18,S
206,0,3,"Yasbeck, Mr. Antoni",Male,27.0,0,0,2659.0,14.4542,B18,C
207,0,2,"Everett, Miss. Frances Mabel""""",Female,58.0,0,0,28404.0,10.5,B18,S
208,0,1,"Holverson, Mr. Alexander Oskar",Male,42.0,0,0,220990.0,26.55,B18,S
209,0,3,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",Female,28.8,0,0,220990.0,26.55,B18,S
210,0,3,"Nysveen, Mr. Dwight Frederick",Male,27.0,0,0,351918.0,7.75,B18,S
211,0,2,"Buchkovsky, Mr. Grigorios",Male,30.4,0,0,244367.0,13.0,B18,S
212,0,2,"Courtnell, Mr. Bailey",Male,34.0,0,0,239853.0,21.0,B18,S
213,0,2,"Rumbold, Mrs. George Edward (Ada Lucy Chard)",Female,69.5,0,0,7634.0,53.2187,B18,C
214,0,3,"Pedersen, Mr. Nils",Male,14.8,0,0,345499.0,7.75,B18,S
215,0,2,"Soholt, Mrs. Peter Andreas Lauritz Andersen (Juanita)",Female,19.0,0,0,348124.0,7.65,B18,S
216,0,1,"Sagesser, Mrs. (Emma)",Female,43.1,0,0,7634.0,53.2187,B18,C
217,0,3,"Sjostedt, Miss. Anna Sofia",Female,22.0,0,0,7634.0,9.8375,B18,S
218,0,2,"Bidois, Master. Ernest Edward George",Male,11.0,0,0,259359.0,36.75,B18,S
219,0,2,"Beall, Mr. James George",Male,22.8,0,0,2647.0,14.4542,B18,C
220,0,1,"Hippach, Miss. Jane Anne",Female,16.0,0,0,111361.0,53.2187,B18,C
221,0,2,"Baumann, Mr. John D.",Male,40.5,0,0,7634.0,29.175,B18,C
222,0,2,"Wiseman, Mr. Philip",Male,28.6,0,0,248701.0,13.0,B18,S
223,0,2,"Clarke, Mrs. Charles V. (Ada Maria Winfield)",Female,24.0,0,0,250646.0,53.2187,B18,C
224,0,2,"Phillips, Miss. Alice Frances Louisa",Female,21.0,0,0,7634.0,21.075,B18,S
225,0,1,"Davies, Mr. Charles Henry",Male,66.0,0,0,112379.0,26.55,B18,S
226,0,3,"Toufar, Mr. Petr",Male,32.6,0,0,8159.0,15.2458,B18,C
227,0,1,"Latimer, Mr. Andrew George",Male,37.0,0,0,17461.0,7.0458,B18,S
228,0,2,"Renyi, Mr. Izsak",Male,28.6,0,0,248747.0,8.05,B18,S
229,0,3,"Compton, Miss. Sara Rebecca",Female,39.0,0,0,8171.0,21.6,B18,S
230,0,2,"Stock, Mrs. Albert (Tmine Elise Delhasse)",Female,18.0,0,0,243847.0,18.0,B18,C
231,0,2,"Harknett, Miss. Alice Paton",Female,28.0,0,0,250649.0,7.75,B18,S
232,0,2,"Merkin, Mrs. Henry Sleight (Olive Ishbel Macalpine)",Female,28.6,0,0,248740.0,36.75,B18,S
233,0,3,"Townsend, Mr. Solomon",Male,20.8,0,0,335097.0,7.8958,B18,Q
234,0,2,"Duran Y More, Mr. Florencio",Male,35.0,0,0,54373.0,6.425,B18,S
235,0,3,"Meo, Mr. Alonsol",Male,34.6,0,0,7539.0,8.05,B18,S
236,0,2,"Lahtinen, Mrs. William (Anna Sylfelt)",Female,32.0,0,0,250649.0,26.0,B18,S
237,0,3,"Mamee, Mr. Hanne",Male,34.6,0,0,7534.0,9.5,B18,S
238,0,2,"Metcalfe, Mr. Thomas",Male,32.4,0,0,243864.0,13.0,B18,S
239,0,3,"Wilson, Miss. Helen Melville",Female,37.0,0,0,16966.0,15.55,B18,S
240,0,1,"Snyder, Mrs. John Pillsbury (Nelle Cecilia Graham)",Female,49.5,0,0,7634.0,53.2187,C45,C
241,0,3,"Saad, Mr. Khalil",Male,22.8,0,0,2659.0,7.2292,B18,C
242,0,2,"Bracken, Mr. James H.",Male,28.6,0,0,248725.0,0.0,B18,S
243,0,3,"Green, Mr. Henry",Male,36.6,0,0,52582.0,8.05,B18,S
244,0,2,"Nasser, Mr. Nicolas",Male,58.0,0,0,237735.0,26.55,B18,C
245,0,3,"Hutchinson, Mrs. (Heikki Henrikki Lindqvist)",Female,28.8,0,0,3101298.0,21.075,B18,S
246,0,3,"Moor, Master. Meier",Male,22.4,0,0,392096.0,12.2875,B18,S
247,0,2,"Sjostedt, Mr. Erik Gustaf",Male,45.0,0,0,7634.0,8.05,B18,S
248,0,2,"Laroche, Mrs. Joseph (Francoise Gouffé)",Female,45.0,0,0,7634.0,41.5792,B18,C
249,0,3,"Deming, Mrs. William Karl (Madeline Emma Mellinger)",Female,38.0,0,0,230433.0,21.075,B18,S
250,0,1,"Bidois, Mr. Gustave",Male,37.0,0,0,17439.0,53.2187,B18,C
251,0,2,"Gale, Mr. Shadrach",Male,30.4,0,0,244310.0,21.0,B18,S
252,0,1,"Harrison, Mrs. William (Cmary Elise Cariill Peuchen)",Female,45.9,0,0,7634.0,53.2187,C94,C
253,0,2,"Phillips, Mr. Giles",Male,28.6,0,0,248701.0,13.0,B18,S
254,0,1,"Barkworth, Mr. Algernon Henry Wilson",Male,69.5,0,0,27042.0,30.0,B18,S
255,0,3,"Andersson, Master. Karl Johan",Male,1.0,0,0,347082.0,31.275,B18,S
256,0,2,"Omont, Mr. Alfred Fernand",Male,28.6,0,0,248735.0,15.85,B18,S
257,0,3,"Moutal, Mr. Rahamin Haim",Male,22.4,0,0,374746.0,8.05,B18,S
258,0,1,"Glover, Mr. Frederick Gordon",Male,35.4,0,0,22912.0,30.0,B18,C
259,0,3,"Ahlin, Master. Erik Gustaf Sixten",Male,33.8,0,0,7546.0,9.35,B18,S
260,0,3,"Petranyi, Mr. Matula",Male,32.6,0,0,8159.0,8.6625,B18,S
261,0,2,"Givard, Mr. Hans Kristensen",Male,33.2,0,0,250646.0,13.0,B18,S
262,0,3,"Kalvik, Mrs. Johannes Halvorsen (Gunhild Swedensdatter Andersdotter Ulveseth)",Female,32.6,0,0,8159.0,21.0792,B18,S
263,0,3,"Strandberg, Mr. Isidor",Male,35.0,0,0,7533.0,7.7458,B18,S
264,0,2,"Skoog, Mr. Wilhelm",Male,7.0,0,0,347088.0,27.9,B18,S
265,0,3,"Flick, Miss. Gilda",Female,32.6,0,0,8520.0,8.05,B18,S
266,0,3,"Pavletic, Mr. Stepa",Male,33.0,0,0,315091.0,8.6625,B18,S
267,0,1,"Meek, Mrs. Thomas (Annie Louise Rowley)",Female,40.2,0,0,113572.0,53.2187,B18,C
268,0,3,"Larsson-Ionoff, Mr. Bengt",Male,11.8,0,0,349912.0,7.775,B18,S
269,0,1,"Beckwith, Mr. Richard Leonard",Male,37.0,0,0,11751.0,52.55,B18,S
270,0,3,"Soholt, Master. Ludvig Teodor Andersen",Male,9.0,0,0,348124.0,7.65,B18,S
271,0,2,"Lefevre, Miss. Frances",Female,33.2,0,0,250650.0,15.85,B18,C
272,0,3,"Williams, Mr. Leslie",Male,36.6,0,0,54636.0,16.1,B18,S
